Último Dia Com,Papel,Descrição/Emissor,Tipo,Tipo do Provento,Valor Provento,Último Preço Com,Provento Por,Data de Pagamento
07/01/2019,CAML3,CAMIL,ON,JRS CAP PRÓPRIO,0.03730518,7.21,1,07/16/2019
06/28/2019,ITUB3,ITAUUNIBANCO,ON,DIVIDENDO,0.01500000,31.13,1,08/01/2019
06/28/2019,ITUB4,ITAUUNIBANCO,PN,DIVIDENDO,0.01500000,36.26,1,08/01/2019
06/28/2019,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.02057529,5.62,1,08/01/2019
06/28/2019,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.02057529,5.74,1,08/01/2019
06/28/2019,BBDC3,BRADESCO,ON,JRS CAP PRÓPRIO,0.17253647,33.45,1,07/15/2019
06/28/2019,BBDC4,BRADESCO,PN,JRS CAP PRÓPRIO,0.18979012,37.74,1,07/15/2019
06/28/2019,MOVI3,MOVIDA,ON,JRS CAP PRÓPRIO,0.07620330,14.90,1,07/10/2019
06/28/2019,SAPR3,SANEPAR,ON,JRS CAP PRÓPRIO,0.32413831,21.30,1,06/22/2020
06/28/2019,SAPR4,SANEPAR,PN,JRS CAP PRÓPRIO,0.35655214,14.70,1,06/22/2020
06/28/2019,SAPR11,SANEPAR,UNT,JRS CAP PRÓPRIO,1.75034688,80.58,1,06/22/2020
06/28/2019,VIVT3,TELEF BRASIL,ON,JRS CAP PRÓPRIO,0.53759029,42.25,1,08/18/2020
06/28/2019,VIVT4,TELEF BRASIL,PN,JRS CAP PRÓPRIO,0.59134932,49.91,1,08/18/2020
06/28/2019,WEGE3,WEG,ON,JRS CAP PRÓPRIO,0.04288235,21.36,1,08/14/2019
06/27/2019,MULT3,MULTIPLAN,ON,DIVIDENDO,0.18458449,27.21,1,05/29/2020
06/27/2019,AZZA3,AZZAS 2154,ON,JRS CAP PRÓPRIO,0.22379624,48.85,1,07/25/2019
06/27/2019,BPAR3,BANPARA,ON,JRS CAP PRÓPRIO,1.95556783,174.70,1,07/12/2019
06/27/2019,RIAA3,RIACHUELO,ON,JRS CAP PRÓPRIO,0.03260000,16.32,1,
06/27/2019,PCAR3,P.ACUCAR-CBD,ON,JRS CAP PRÓPRIO,0.12955677,92.82,1,08/16/2019
06/26/2019,CAML3,CAMIL,ON,JRS CAP PRÓPRIO,0.01492207,7.70,1,07/11/2019
06/26/2019,RADL3,RAIADROGASIL,ON,JRS CAP PRÓPRIO,0.16230351,73.40,1,12/03/2019
06/25/2019,B3SA3,B3,ON,JRS CAP PRÓPRIO,0.19046948,37.66,1,07/17/2019
06/25/2019,LREN3,LOJAS RENNER,ON,JRS CAP PRÓPRIO,0.07765000,46.23,1,05/08/2020
06/25/2019,POMO3,MARCOPOLO,ON,JRS CAP PRÓPRIO,0.03000000,3.22,1,10/04/2019
06/25/2019,POMO4,MARCOPOLO,PN,JRS CAP PRÓPRIO,0.03000000,3.75,1,10/04/2019
06/25/2019,PSSA3,PORTO SEGURO,ON,JRS CAP PRÓPRIO,0.71456757,52.84,1,04/09/2020
06/24/2019,CSUD3,CSU DIGITAL,ON,JRS CAP PRÓPRIO,0.10463992,6.58,1,01/06/2020
06/24/2019,PNVL3,DIMED,ON,JRS CAP PRÓPRIO,0.61902101,403.93,1,08/30/2019
06/24/2019,PNVL3,DIMED,ON,JRS CAP PRÓPRIO,0.61902101,403.93,1,09/30/2019
06/24/2019,PNVL3,DIMED,ON,JRS CAP PRÓPRIO,0.61902101,403.93,1,10/31/2019
06/24/2019,RENT3,LOCALIZA,ON,JRS CAP PRÓPRIO,0.10498205,41.57,1,08/16/2019
06/21/2019,CSMG3,COPASA,ON,JRS CAP PRÓPRIO,0.16585573,66.24,1,08/13/2019
06/21/2019,SAUD3,BRADSAUDE,ON,JRS CAP PRÓPRIO,0.02989960,18.03,1,07/03/2019
06/18/2019,ENMT4,ENERGISA MT,PN,DIVIDENDO,0.68000000,27.20,1,06/28/2019
06/18/2019,REDE3,REDE ENERGIA,ON,DIVIDENDO,0.10361094,7.42,1,06/28/2019
06/12/2019,TEND3,TENDA,ON,DIVIDENDO,0.12264299,21.90,1,06/25/2019
06/11/2019,BBAS3,BRASIL,ON,JRS CAP PRÓPRIO,0.17105449,52.90,1,06/28/2019
06/11/2019,BBAS12,BRASIL,ON SJ,JRS CAP PRÓPRIO,0.17105449,,1,06/28/2019
06/06/2019,MRVE3,MRV,ON,DIVIDENDO,0.37101456,17.50,1,06/13/2019
06/06/2019,FESA3,FERBASA,ON,JRS CAP PRÓPRIO,0.29657133,26.53,1,06/19/2019
06/06/2019,FESA4,FERBASA,PN,JRS CAP PRÓPRIO,0.32622846,22.50,1,06/19/2019
06/05/2019,BRSR3,BANRISUL,ON,DIVIDENDO,0.07829020,23.14,1,06/19/2019
06/05/2019,BRSR5,BANRISUL,PNA,DIVIDENDO,0.07829020,25.10,1,06/19/2019
06/05/2019,BRSR6,BANRISUL,PNB,DIVIDENDO,0.07829020,23.40,1,06/19/2019
06/04/2019,PTNT3,PETTENATI,ON,JRS CAP PRÓPRIO,0.10406588,6.99,1,07/30/2019
06/04/2019,PTNT4,PETTENATI,PN,JRS CAP PRÓPRIO,0.10406588,3.20,1,07/30/2019
06/03/2019,BBDC3,BRADESCO,ON,JRS CAP PRÓPRIO,0.01724983,32.77,1,07/01/2019
06/03/2019,BBDC4,BRADESCO,PN,JRS CAP PRÓPRIO,0.01897481,36.88,1,07/01/2019
05/31/2019,ITSA3,ITAUSA,ON,DIVIDENDO,0.02000000,14.20,1,07/01/2019
05/31/2019,ITSA4,ITAUSA,PN,DIVIDENDO,0.02000000,12.39,1,07/01/2019
05/31/2019,ITUB3,ITAUUNIBANCO,ON,DIVIDENDO,0.01500000,30.11,1,07/01/2019
05/31/2019,ITUB4,ITAUUNIBANCO,PN,DIVIDENDO,0.01500000,35.00,1,07/01/2019
05/31/2019,LOGG3,LOG COM PROP,ON,DIVIDENDO,0.13997728,18.99,1,06/12/2019
05/31/2019,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.02057529,5.49,1,07/01/2019
05/31/2019,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.02057529,5.29,1,07/01/2019
05/21/2019,CRTE3B,CONC RIO TER,ON,DIVIDENDO,115.83739900,,1,05/22/2019
05/21/2019,CRTE5B,CONC RIO TER,PNA,DIVIDENDO,127.42113900,,1,05/22/2019
05/21/2019,COGN3,COGNA ON,ON,DIVIDENDO,0.05553719,9.50,1,05/30/2019
05/21/2019,TUPY3,TUPY,ON,DIVIDENDO,0.17339730,18.39,1,06/18/2019
05/21/2019,BBAS3,BRASIL,ON,JRS CAP PRÓPRIO,0.41483873,49.23,1,05/31/2019
05/21/2019,CRFB3,CARREFOUR BR,ON,JRS CAP PRÓPRIO,0.04537193,20.45,1,06/14/2019
05/21/2019,PETR3,PETROBRAS,ON,JRS CAP PRÓPRIO,0.10000000,28.80,1,07/05/2019
05/21/2019,PETR4,PETROBRAS,PN,JRS CAP PRÓPRIO,0.10000000,26.49,1,07/05/2019
05/21/2019,BBAS12,BRASIL,ON SJ,JRS CAP PRÓPRIO,0.41483873,,1,05/31/2019
05/20/2019,MOAR3,MONT ARANHA,ON,DIVIDENDO,3.18335617,166.70,1,06/03/2019
05/20/2019,MOAR3,MONT ARANHA,ON,JRS CAP PRÓPRIO,0.89786969,166.70,1,06/03/2019
05/17/2019,GGBR3,GERDAU,ON,DIVIDENDO,0.07000000,11.38,1,05/29/2019
05/17/2019,GGBR4,GERDAU,PN,DIVIDENDO,0.07000000,13.74,1,05/29/2019
05/17/2019,GOAU3,GERDAU MET,ON,DIVIDENDO,0.04000000,6.58,1,05/30/2019
05/17/2019,GOAU4,GERDAU MET,PN,DIVIDENDO,0.04000000,6.41,1,05/30/2019
05/17/2019,TAEE3,TAESA,ON,DIVIDENDO,0.01826082,8.66,1,05/28/2019
05/17/2019,TAEE4,TAESA,PN,DIVIDENDO,0.01826082,7.85,1,05/28/2019
05/17/2019,TAEE11,TAESA,UNT,DIVIDENDO,0.05478246,24.24,1,05/28/2019
05/17/2019,TAEE3,TAESA,ON,JRS CAP PRÓPRIO,0.07535134,8.66,1,05/28/2019
05/17/2019,TAEE4,TAESA,PN,JRS CAP PRÓPRIO,0.07535134,7.85,1,05/28/2019
05/17/2019,TAEE11,TAESA,UNT,JRS CAP PRÓPRIO,0.22605403,24.24,1,05/28/2019
05/16/2019,BRSR3,BANRISUL,ON,JRS CAP PRÓPRIO,0.28480494,21.60,1,06/24/2019
05/16/2019,BRSR5,BANRISUL,PNA,JRS CAP PRÓPRIO,0.28480494,26.01,1,06/24/2019
05/16/2019,BRSR6,BANRISUL,PNB,JRS CAP PRÓPRIO,0.28480494,22.43,1,06/24/2019
05/14/2019,SEER3,SER EDUCA,ON,DIVIDENDO,1.94217700,24.47,1,05/24/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,05/31/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,06/28/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,07/31/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,08/30/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,09/30/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,10/31/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,11/29/2019
05/09/2019,CTSA3,SANTANENSE,ON,DIVIDENDO,0.03991051,5.03,1,12/30/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,05/31/2019
05/09/2019,GRND3,GRENDENE,ON,DIVIDENDO,0.04075303,7.18,1,05/22/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,06/28/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,07/31/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,08/30/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,09/30/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,10/31/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,11/29/2019
05/09/2019,CTSA8,SANTANENSE,PND,DIVIDENDO,0.04390156,0.00,1,12/30/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,05/31/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,06/28/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,07/31/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,08/30/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,09/30/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,10/31/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,11/29/2019
05/09/2019,CTSA4,SANTANENSE,PN,DIVIDENDO,0.04390156,6.00,1,12/30/2019
05/07/2019,MOTV3,MOTIVA SA,ON,DIVIDENDO,0.29702970,12.20,1,05/16/2019
05/07/2019,CRTE3B,CONC RIO TER,ON,DIVIDENDO,99.47249800,,1,05/08/2019
05/07/2019,CRTE5B,CONC RIO TER,PNA,DIVIDENDO,109.41974700,,1,05/08/2019
05/07/2019,ENMT3,ENERGISA MT,ON,DIVIDENDO,0.42183308,23.11,1,06/28/2019
05/07/2019,ENMT4,ENERGISA MT,PN,DIVIDENDO,0.42183308,25.20,1,06/28/2019
05/07/2019,SAUD3,BRADSAUDE,ON,DIVIDENDO,0.09525461,16.27,1,05/16/2019
05/07/2019,REDE3,REDE ENERGIA,ON,DIVIDENDO,0.04777453,7.10,1,05/17/2019
05/07/2019,REDE3,REDE ENERGIA,ON,DIVIDENDO,0.18445536,7.10,1,05/17/2019
05/07/2019,MTSA3,METISA,ON,JRS CAP PRÓPRIO,0.36000000,50.00,1,06/06/2019
05/07/2019,MTSA4,METISA,PN,JRS CAP PRÓPRIO,0.40000000,16.50,1,06/06/2019
05/06/2019,CEBR3,CEB,ON,DIVIDENDO,0.04830000,27.00,1,11/19/2024
05/06/2019,CEBR5,CEB,PNA,DIVIDENDO,3.92630000,43.45,1,11/19/2024
05/06/2019,CEBR6,CEB,PNB,DIVIDENDO,0.05320000,22.25,1,11/19/2024
05/06/2019,EGIE3,ENGIE BRASIL,ON,DIVIDENDO,0.09400692,42.66,1,09/27/2019
05/06/2019,EUCA3,EUCATEX,ON,DIVIDENDO,0.04153000,9.50,1,12/30/2019
05/06/2019,EUCA4,EUCATEX,PN,DIVIDENDO,0.04568400,4.46,1,12/30/2019
05/06/2019,KLBN3,KLABIN S/A,ON,DIVIDENDO,0.03813885,4.22,1,05/17/2019
05/06/2019,KLBN4,KLABIN S/A,PN,DIVIDENDO,0.03813885,3.02,1,05/17/2019
05/06/2019,KLBN11,KLABIN S/A,UNT,DIVIDENDO,0.19069426,16.28,1,05/17/2019
05/06/2019,LEVE3,METAL LEVE,ON,DIVIDENDO,1.49817195,25.85,1,05/21/2019
05/06/2019,RAPT4,RANDON PART,PN,DIVIDENDO,0.08798886,8.70,1,05/15/2019
05/06/2019,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.03904472,4.81,1,05/20/2019
05/06/2019,CEBR6,CEB,PNB,RENDIMENTO,0.02265548,22.25,1,11/19/2024
05/06/2019,CEBR3,CEB,ON,RENDIMENTO,0.02059589,27.00,1,11/19/2024
05/06/2019,CEBR5,CEB,PNA,RENDIMENTO,1.67258875,43.45,1,11/19/2024
05/03/2019,CMIG3,CEMIG,ON,DIVIDENDO,0.45079801,17.66,1,12/30/2019
05/03/2019,CMIG4,CEMIG,PN,DIVIDENDO,0.45079801,14.47,1,12/30/2019
05/03/2019,FRAS3,FRAS-LE,ON,DIVIDENDO,0.18859868,5.13,1,05/15/2019
05/03/2019,RENT3,LOCALIZA,ON,DIVIDENDO,0.01006899,35.85,1,05/20/2019
05/03/2019,TAEE3,TAESA,ON,DIVIDENDO,0.05531700,9.35,1,05/14/2019
05/03/2019,TAEE4,TAESA,PN,DIVIDENDO,0.05531700,8.49,1,05/14/2019
05/03/2019,TAEE11,TAESA,UNT,DIVIDENDO,0.16595099,26.20,1,05/14/2019
05/02/2019,EEEL3,CEEE-T,ON,DIVIDENDO,14.43723543,235.00,1,12/31/2019
05/02/2019,EEEL4,CEEE-T,PN,DIVIDENDO,15.88095897,250.00,1,12/31/2019
05/02/2019,CSAN3,COSAN,ON,DIVIDENDO,0.99977024,46.74,1,05/23/2019
05/02/2019,FESA3,FERBASA,ON,DIVIDENDO,0.22058896,27.70,1,05/20/2019
05/02/2019,FESA4,FERBASA,PN,DIVIDENDO,0.24264785,20.90,1,05/20/2019
05/02/2019,MMAQ3,MINASMAQUINA,ON,DIVIDENDO,92.44409000,,1,05/10/2019
05/02/2019,MMAQ4,MINASMAQUINA,PN,DIVIDENDO,92.44409000,26.03,1,05/10/2019
05/02/2019,CSNA3,SID NACIONAL,ON,DIVIDENDO,0.65091000,13.89,1,05/29/2019
05/02/2019,BBDC3,BRADESCO,ON,JRS CAP PRÓPRIO,0.01724983,31.12,1,06/03/2019
05/02/2019,BBDC4,BRADESCO,PN,JRS CAP PRÓPRIO,0.01897481,35.60,1,06/03/2019
04/30/2019,AZZA3,AZZAS 2154,ON,DIVIDENDO,0.19641373,51.00,1,10/15/2019
04/30/2019,BRSR3,BANRISUL,ON,DIVIDENDO,0.03378009,22.51,1,05/30/2019
04/30/2019,BRSR5,BANRISUL,PNA,DIVIDENDO,0.03715810,25.50,1,05/30/2019
04/30/2019,BRSR6,BANRISUL,PNB,DIVIDENDO,0.03378009,24.42,1,05/30/2019
04/30/2019,BALM3,BAUMER,ON,DIVIDENDO,0.03500000,11.00,1,06/17/2019
04/30/2019,BALM3,BAUMER,ON,DIVIDENDO,0.03500000,11.00,1,08/15/2019
04/30/2019,BALM3,BAUMER,ON,DIVIDENDO,0.03500000,11.00,1,10/15/2019
04/30/2019,BALM3,BAUMER,ON,DIVIDENDO,0.03500000,11.00,1,04/15/2020
04/30/2019,BALM4,BAUMER,PN,DIVIDENDO,0.03500000,12.98,1,06/17/2019
04/30/2019,BALM4,BAUMER,PN,DIVIDENDO,0.03500000,12.98,1,08/15/2019
04/30/2019,BALM4,BAUMER,PN,DIVIDENDO,0.03500000,12.98,1,10/15/2019
04/30/2019,BALM4,BAUMER,PN,DIVIDENDO,0.03500000,12.98,1,04/15/2020
04/30/2019,BRAP3,BRADESPAR,ON,DIVIDENDO,0.11660182,28.12,1,05/15/2019
04/30/2019,BRAP4,BRADESPAR,PN,DIVIDENDO,0.12826200,31.90,1,05/15/2019
04/30/2019,CLSC3,CELESC,ON,DIVIDENDO,0.47943994,59.99,1,06/28/2019
04/30/2019,CLSC3,CELESC,ON,DIVIDENDO,0.47943994,59.99,1,12/27/2019
04/30/2019,CLSC4,CELESC,PN,DIVIDENDO,0.52738394,47.00,1,06/28/2019
04/30/2019,CLSC4,CELESC,PN,DIVIDENDO,0.52738394,47.00,1,12/27/2019
04/30/2019,EQMA3B,EQTLMARANHAO,ON,DIVIDENDO,2.16000000,34.10,1,05/13/2019
04/30/2019,EQMA5B,EQTLMARANHAO,PNA,DIVIDENDO,2.16000000,,1,05/13/2019
04/30/2019,EQMA6B,EQTLMARANHAO,PNB,DIVIDENDO,2.16000000,,1,05/13/2019
04/30/2019,CPFE3,CPFL ENERGIA,ON,DIVIDENDO,0.48018223,29.82,1,
04/30/2019,CVCB3,CVC BRASIL,ON,DIVIDENDO,0.02609973,56.79,1,05/28/2019
04/30/2019,EQTL3,EQUATORIAL,ON,DIVIDENDO,0.95000000,82.10,1,
04/30/2019,DEXP3,DEXXOS PAR,ON,DIVIDENDO,0.19460000,12.00,1,12/31/2019
04/30/2019,DEXP4,DEXXOS PAR,PN,DIVIDENDO,1.53030000,,1,12/31/2019
04/30/2019,FIGE3,INVEST BEMGE,ON,DIVIDENDO,0.03972327,42.84,1,
04/30/2019,FIGE4,INVEST BEMGE,PN,DIVIDENDO,0.04369559,37.84,1,
04/30/2019,ITUB3,ITAUUNIBANCO,ON,DIVIDENDO,0.01500000,29.35,1,06/03/2019
04/30/2019,ITUB4,ITAUUNIBANCO,PN,DIVIDENDO,0.01500000,33.83,1,06/03/2019
04/30/2019,JOPA3,JOSAPAR,ON,DIVIDENDO,0.64888234,22.00,1,09/02/2019
04/30/2019,JOPA4,JOSAPAR,PN,DIVIDENDO,0.71377057,23.10,1,09/02/2019
04/30/2019,VSTE3,VESTE,ON,DIVIDENDO,0.47620200,29.51,1,05/10/2019
04/30/2019,PTCA3,PRATICA,ON,DIVIDENDO,0.36780000,,1,
04/30/2019,PTCA11,PRATICA,PNA,DIVIDENDO,0.36780000,,1,
04/30/2019,STBP3,SANTOS BRP,ON,DIVIDENDO,0.00425987,3.81,1,05/09/2019
04/30/2019,SCAR3,SAO CARLOS,ON,DIVIDENDO,0.06614700,32.50,1,05/31/2019
04/30/2019,SEER3,SER EDUCA,ON,DIVIDENDO,0.28495134,23.07,1,05/24/2019
04/30/2019,SHOW3,TIME FOR FUN,ON,DIVIDENDO,0.05918742,5.98,1,05/25/2019
04/30/2019,LUXM3,TREVISA,ON,DIVIDENDO,0.42501470,5.42,1,07/03/2019
04/30/2019,LUXM4,TREVISA,PN,DIVIDENDO,0.46751620,16.00,1,07/03/2019
04/30/2019,WLMM3,WLM IND COM,ON,DIVIDENDO,0.07664000,6.50,1,05/20/2019
04/30/2019,WLMM3,WLM IND COM,ON,DIVIDENDO,0.11296000,6.50,1,05/20/2019
04/30/2019,WLMM4,WLM IND COM,PN,DIVIDENDO,0.08431000,5.38,1,05/20/2019
04/30/2019,WLMM4,WLM IND COM,PN,DIVIDENDO,0.12426000,5.38,1,05/20/2019
04/30/2019,SMFT3,SMART FIT,ON,DIVIDENDO,0.17691493,,1,05/15/2019
04/30/2019,SMFT13,SMART FIT,PNA AB,DIVIDENDO,0.17691493,"10,096.30",1,05/15/2019
04/30/2019,SLCE3,SLC AGRICOLA,ON,DIVIDENDO,1.89014900,41.10,1,05/09/2019
04/30/2019,RIAA3,RIACHUELO,ON,DIVIDENDO,0.33120000,144.09,1,05/10/2019
04/30/2019,EALT3,ACO ALTONA,ON,DIVIDENDO,0.04227100,5.30,1,07/30/2019
04/30/2019,EALT3,ACO ALTONA,ON,DIVIDENDO,0.04227100,5.30,1,10/30/2019
04/30/2019,EALT3,ACO ALTONA,ON,DIVIDENDO,0.04227100,5.30,1,04/30/2020
04/30/2019,EALT4,ACO ALTONA,PN,DIVIDENDO,0.04649800,4.77,1,07/30/2019
04/30/2019,EALT4,ACO ALTONA,PN,DIVIDENDO,0.04649800,4.77,1,10/30/2019
04/30/2019,EALT4,ACO ALTONA,PN,DIVIDENDO,0.04649800,4.77,1,04/30/2020
04/30/2019,BEES3,BANESTES,ON,JRS CAP PRÓPRIO,0.02057529,4.84,1,06/03/2019
04/30/2019,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.02057529,4.85,1,06/03/2019
04/30/2019,BRAP3,BRADESPAR,ON,JRS CAP PRÓPRIO,0.42423472,28.12,1,05/15/2019
04/30/2019,BRAP4,BRADESPAR,PN,JRS CAP PRÓPRIO,0.46665818,31.90,1,05/15/2019
04/30/2019,VIVT3,TELEF BRASIL,ON,JRS CAP PRÓPRIO,0.31655627,41.70,1,08/18/2020
04/30/2019,VIVT4,TELEF BRASIL,PN,JRS CAP PRÓPRIO,0.34821189,46.57,1,08/18/2020
04/30/2019,BEES4,BANESTES,PN,JRS CAP PRÓPRIO,0.03904472,4.85,1,05/20/2019
04/30/2019,RIAA3,RIACHUELO,ON,JRS CAP PRÓPRIO,3.92180000,144.09,1,05/10/2019
04/29/2019,ALUP3,ALUPAR,ON,DIVIDENDO,0.15000000,8.15,1,07/30/2019
04/29/2019,ALUP4,ALUPAR,PN,DIVIDENDO,0.15000000,7.38,1,07/30/2019
04/29/2019,ALUP11,ALUPAR,UNT,DIVIDENDO,0.45000000,23.40,1,07/30/2019
04/29/2019,EQPA3,EQTL PARA,ON,DIVIDENDO,0.01000000,2.28,1,
04/29/2019,EQPA5,EQTL PARA,PNA,DIVIDENDO,0.02000000,5.95,1,
04/29/2019,EQPA6,EQTL PARA,PNB,DIVIDENDO,0.04000000,5.12,1,
04/29/2019,EQPA7,EQTL PARA,PNC,DIVIDENDO,0.01000000,3.38,1,
04/29/2019,RANI3,IRANI,ON,DIVIDENDO,0.02279400,2.65,1,05/30/2019
04/29/2019,RANI4,IRANI,PN,DIVIDENDO,0.02279400,3.15,1,05/30/2019
04/29/2019,COCE3,COELCE,ON,DIVIDENDO,1.87015116,47.00,1,12/10/2019
04/29/2019,COCE5,COELCE,PNA,DIVIDENDO,1.87015116,53.20,1,12/10/2019
04/29/2019,COCE6,COELCE,PNB,DIVIDENDO,1.87015116,23.14,1,12/10/2019
04/29/2019,CPLE3,COPEL,ON,DIVIDENDO,0.34435000,37.15,1,06/28/2019
04/29/2019,AXIA3,AXIA ENERGIA,ON,DIVIDENDO,0.81057158,33.05,1,12/30/2019
04/29/2019,AXIA5,AXIA ENERGIA,PNA,DIVIDENDO,1.85151810,47.99,1,12/30/2019
04/29/2019,AXIA6,AXIA ENERGIA,PNB,DIVIDENDO,1.38863857,35.79,1,12/30/2019
04/29/2019,HBTS3,HABITASUL,ON,DIVIDENDO,0.07411900,,1,06/25/2019
04/29/2019,HBTS5,HABITASUL,PNA,DIVIDENDO,0.08153000,9.32,1,06/25/2019
04/29/2019,HBTS6,HABITASUL,PNB,DIVIDENDO,2.70099240,,1,06/25/2019
04/29/2019,MEAL3,IMC S/A,ON,DIVIDENDO,0.01186724,7.28,1,06/14/2019
04/29/2019,LIGT3,LIGHT S/A,ON,DIVIDENDO,0.19310000,21.15,1,12/31/2019
04/29/2019,MSPA3,MELHOR SP,ON,DIVIDENDO,0.40000000,45.80,1,05/15/2019
04/29/2019,MSPA4,MELHOR SP,PN,DIVIDENDO,0.44000000,48.01,1,05/15/2019
04/29/2019,PPAR3,POLPAR,ON,DIVIDENDO,0.95400000,,1,05/10/2019
04/29/2019,QUAL3,QUALICORP,ON,DIVIDENDO,0.65931733,17.74,1,05/10/2019
04/29/2019,ALOS3,ALLOS,ON,DIVIDENDO,0.45500000,29.33,1,05/15/2019
04/29/2019,SOND3,SONDOTECNICA,ON,DIVIDENDO,5.78537623,33.64,1,
04/29/2019,SOND5,SONDOTECNICA,PNA,DIVIDENDO,6.36391385,30.00,1,
04/29/2019,SOND6,SONDOTECNICA,PNB,DIVIDENDO,6.36391385,28.50,1,
04/29/2019,NEMO3,SUZANO HOLD,ON,DIVIDENDO,0.62309600,,1,05/10/2019
04/29/2019,NEMO5,SUZANO HOLD,PNA,DIVIDENDO,0.68540560,,1,05/10/2019
04/29/2019,NEMO6,SUZANO HOLD,PNB,DIVIDENDO,0.68540560,,1,05/10/2019
04/29/2019,TEND3,TENDA,ON,DIVIDENDO,0.13849668,17.78,1,05/10/2019
04/29/2019,SBSP3,SABESP,ON,JRS CAP PRÓPRIO,1.15900000,47.57,1,06/28/2019
04/29/2019,AXIA3,AXIA ENERGIA,ON,RENDIMENTO,0.01632481,33.05,1,12/30/2019
04/29/2019,AXIA5,AXIA ENERGIA,PNA,RENDIMENTO,0.03728933,47.99,1,12/30/2019
04/29/2019,AXIA6,AXIA ENERGIA,PNB,RENDIMENTO,0.02796700,35.79,1,12/30/2019
04/26/2019,CBEE3,AMPLA ENERG,ON,DIVIDENDO,0.24407284,22.90,1,12/10/2019
04/26/2019,BMKS3,BIC MONARK,ON,DIVIDENDO,8.38000000,271.00,1,06/25/2019
04/26/2019,YDUQ3,YDUQS PART,ON,DIVIDENDO,0.51018264,27.95,1,06/13/2019
04/26/2019,EZTC3,EZTEC,ON,DIVIDENDO,0.14039790,26.62,1,11/29/2019
04/26/2019,GEPA3,GER PARANAP,ON,DIVIDENDO,1.28063063,35.21,1,06/30/2019
04/26/2019,GEPA4,GER PARANAP,PN,DIVIDENDO,1.28063063,39.90,1,06/30/2019
04/26/2019,TRIS3,TRISUL,ON,DIVIDENDO,0.06843806,4.90,1,05/09/2019
04/26/2019,TRIS3,TRISUL,ON,DIVIDENDO,0.06843806,4.90,1,09/19/2019
04/26/2019,BAZA3,AMAZONIA,ON,JRS CAP PRÓPRIO,1.40907105,27.00,1,05/09/2019
04/26/2019,BAZA3,AMAZONIA,ON,RENDIMENTO,0.02802469,27.00,1,05/09/2019
04/25/2019,FRRN3B,ALL NORTE,ON,DIVIDENDO,0.40060552,,1,06/24/2019
04/25/2019,FRRN5B,ALL NORTE,PNA,DIVIDENDO,0.44066607,,1,06/24/2019
04/25/2019,FRRN6B,ALL NORTE,PNB,DIVIDENDO,0.40060552,,1,06/24/2019
04/25/2019,AALR3,ALLIAR,ON,DIVIDENDO,0.08453883,14.98,1,05/07/2019
04/25/2019,ANIM3,ANIMA,ON,DIVIDENDO,0.00690000,19.63,1,05/10/2019
04/25/2019,CEGR3,CEG,ON,DIVIDENDO,0.30541070,48.00,1,12/18/2019
04/25/2019,CEGR3,CEG,ON,DIVIDENDO,0.67863042,48.00,1,12/18/2019
04/25/2019,MRSA3B,MRS LOGIST,ON,DIVIDENDO,0.34880455,7.05,1,12/20/2019
